"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","builds a manifest with stream-specific metadata","Unit | Allure History Artifact Packaging","2026-03-14","passed","2026-03-14","","","",""
"","2","respects an explicit manual scope override","Unit | Scripts | GitHub | Resolve Provider Validation Scope","2026-03-14","passed","2026-03-14","","resolveScopeFromEnv","",""
"","2","rejects workflow run lookup without GitHub context","Unit | Scripts | GitHub | Resolve Pages Source Run","2026-03-14","passed","2026-03-14","","","",""
"","18","sends a chat completion request with the remote image url","Unit | Services | OpenAI Compatible Vision Describer Service","2026-03-14","passed","2026-03-14","","","",""
"","1","does not register clip when the Replicate token is missing","Unit | Application Composition","2026-03-14","passed","2026-03-14","","","",""
"","2","writes a clean summary when no dependency changes are returned","Unit | Scripts | GitHub | Review Dependencies","2026-03-14","passed","2026-03-14","","reviewDependencies","",""
"","2","enforces specific status expectations across the committed Postman collection","Unit | Scripts | Postman | Collection Utils","2026-03-14","passed","2026-03-14","","","",""
"","390","fetches and updates an existing remote state branch that is not present locally yet","Unit | Scripts | GitHub | Sync Pages State Branch","2026-03-14","passed","2026-03-14","","","",""
"","4","detects exact status assertions in request test scripts","Unit | Scripts | Postman | Collection Utils","2026-03-14","passed","2026-03-14","","","",""
"","119","Provider validation single image","alt-text-generator API Contract Harness","2026-03-14","passed","2026-03-14","","90 Provider Validation","",""
"","1","returns true for isolated image download failures","Unit | Providers | Shared | Is Skippable Image Source Error","2026-03-14","passed","2026-03-14","","","",""
"","0","resolves relative bundle paths from the current working directory","Unit | Infrastructure | Outbound Trust","2026-03-14","passed","2026-03-14","","","",""
"","4","accepts X-API-Key authentication on protected endpoints","Integration | API","2026-03-14","passed","2026-03-14","","API access control","",""
"","89","Ping","alt-text-generator API Contract Harness","2026-03-14","passed","2026-03-14","","00 Core Smoke","",""
"","1","fetches workflow run details from the GitHub API","Unit | Scripts | GitHub | Resolve Pages Source Run","2026-03-14","passed","2026-03-14","","","",""
"","2","writes source-run fields to GitHub outputs","Unit | Scripts | GitHub | Resolve Pages Source Run","2026-03-14","passed","2026-03-14","","","",""
"","2","forwards a validation error when url is missing","Unit | Controllers | Description Controller","2026-03-14","passed","2026-03-14","","DescriptionController.describePage","",""
"","2","lists the top-level folder names from a collection","Unit | Scripts | Postman | Collection Utils","2026-03-14","passed","2026-03-14","","","",""
"","0","treats blank deploy validation tokens as missing when auth is enabled","Unit | Scripts | Run Postman Deploy","2026-03-14","passed","2026-03-14","","resolveProductionDeployAuthConfig","",""
"","1","parses the supported base-url flag","Unit | Scripts | Run Postman Deploy","2026-03-14","passed","2026-03-14","","parseArgs","",""
"","6","returns 400 when url is missing","Integration | API","2026-03-14","passed","2026-03-14","","GET /api/scraper/images","",""
"","1","loads the installation id for the repository","Unit | Scripts | GitHub | Create GitHub App Installation Token","2026-03-14","passed","2026-03-14","","resolveInstallationId","",""
"","1","returns true for a valid http URL","Unit | URL Validator","2026-03-14","passed","2026-03-14","","","",""
"","5","preserves duplicate entries while reusing one prediction per unique URL","Integration | API","2026-03-14","passed","2026-03-14","","GET /api/accessibility/descriptions","",""
"","45","uses base64-encoded PEM values when they are provided","Unit | Infrastructure | Load TLS Credentials","2026-03-14","passed","2026-03-14","","","",""
"","2","ignores non-directory PR entries and folders without an index","Unit | Scripts | GitHub | Compose Pages Site","2026-03-14","passed","2026-03-14","","","",""
"","9","throws a descriptive error for an unknown model","Unit | Services | Image Describer Factory","2026-03-14","passed","2026-03-14","","","",""
"","1","accepts reachable image and page fixtures","Unit | Scripts | Postman | Provider Validation Fixture Probe","2026-03-14","passed","2026-03-14","","","",""
"","1","reports when Newman exits before writing a JSON report","Unit | Scripts | Postman | Newman Runner","2026-03-14","passed","2026-03-14","","","",""
"","1","runs protected deploy verification without a token when auth is disabled","Unit | Scripts | Run Postman Deploy","2026-03-14","passed","2026-03-14","","resolveProductionDeployAuthConfig","",""
"","2","shuts down the primary on SIGTERM without scheduling restarts","Unit | Server | Cluster Manager","2026-03-14","passed","2026-03-14","","","",""
"","3","normalizes URLs and parses CLI arguments","Unit | Allure History Policy","2026-03-14","passed","2026-03-14","","","",""
"","67","rejects Redis-backed rate limiting without a Redis URL","Unit | Utils | Validate Env Vars","2026-03-14","passed","2026-03-14","","","",""
"","7","rejects invalid CLI arguments","Unit | Scripts | GitHub | Dispatch Pages Publish","2026-03-14","passed","2026-03-14","","","",""
"","20","sanitizes serialized errors before they reach the logger output","Unit | Infrastructure | Logger","2026-03-14","passed","2026-03-14","","","",""
"","1","returns empty array when no images found","Unit | Services | Scraper Service","2026-03-14","passed","2026-03-14","","ScraperService.extractImageSources","",""
"","1","includes optional PR, Newman mode, and base URL fields when present","Unit | Allure History Artifact Packaging","2026-03-14","passed","2026-03-14","","","",""
"","1","maps azure to azure only","Unit | Scripts | Postman | Provider Validation Scope","2026-03-14","passed","2026-03-14","","getSelectedProviders","",""
"","14","keeps health checks available when the default API limiter is exhausted","Integration | API","2026-03-14","passed","2026-03-14","","rate limiting","",""
"","3","includes derived provider validation vars and requested folders","Unit | Scripts | Run Postman Live","2026-03-14","passed","2026-03-14","","buildLiveProviderNewmanArgs","",""
"","2","transitions to ready and then draining","Unit | Server | Runtime State","2026-03-14","passed","2026-03-14","","","",""
"","4","writes environment.properties and executor.json into the results directory","Unit | Allure Metadata Writer","2026-03-14","passed","2026-03-14","","","",""
"","25","propagates errors from the HTTP client","Unit | Services | Azure Describer Service","2026-03-14","passed","2026-03-14","","","",""
"","26","Scrape fixture page images","alt-text-generator API Contract Harness","2026-03-14","passed","2026-03-14","","10 Scraper Contract","",""
"","0","returns an empty payload when no event path is provided","Unit | Allure History Policy","2026-03-14","passed","2026-03-14","","","",""
"","20","keeps API and status buckets separate while sharing each scope across instances","Integration | Redis Rate Limiting","2026-03-14","passed","2026-03-14","","","",""
"","0","parses equals syntax and normalizes custom API base URLs","Unit | Scripts | GitHub | Dispatch Pages Publish","2026-03-14","passed","2026-03-14","","","",""
"","6","returns 400 when image_source is missing","Integration | API","2026-03-14","passed","2026-03-14","","GET /api/accessibility/description","",""
"","1","forwards a validation error for an invalid image_source URL","Unit | Controllers | Description Controller","2026-03-14","passed","2026-03-14","","DescriptionController.describe","",""
"","1","uses a fetched data url immediately for localhost images","Unit | Services | OpenAI Compatible Vision Describer Service","2026-03-14","passed","2026-03-14","","","",""
"","2","returns undefined values when no CA bundle is configured","Unit | Infrastructure | Outbound Trust","2026-03-14","passed","2026-03-14","","","",""
"","100","Provider validation single image","alt-text-generator API Contract Harness","2026-03-14","passed","2026-03-14","","90 Provider Validation","",""
"","1","treats 404 history files as missing instead of failing the build","Unit | Allure History Fetcher","2026-03-14","passed","2026-03-14","","","",""
"","1","does nothing when no summary file is configured","Unit | Scripts | GitHub | Review Dependencies","2026-03-14","passed","2026-03-14","","appendStepSummary","",""
"","3","keeps the deploy JSON and JUnit reporters by default","Unit | Scripts | Run Postman Deploy","2026-03-14","passed","2026-03-14","","buildDeployNewmanArgs","",""
"","2","shuts servers down gracefully on SIGTERM and exits with code 0","Unit | Server | Server Functions","2026-03-14","passed","2026-03-14","","","",""
"","1","keeps the existing CLI, JSON, and JUnit reporters by default","Unit | Postman Harness Reporting","2026-03-14","passed","2026-03-14","","","",""
"","92","rejects a negative TRUST_PROXY_HOPS override","Unit | Utils | Validate Env Vars","2026-03-14","passed","2026-03-14","","","",""
"","1","registers only azure when Replicate is not configured","Unit | Application Composition","2026-03-14","passed","2026-03-14","","","",""
"","14","still fails page descriptions on non-skippable provider errors","Unit | Services | Page Description Service","2026-03-14","passed","2026-03-14","","","",""
"","2","parses the required arguments","Unit | Scripts | GitHub | Parse Security Audit Report","2026-03-14","passed","2026-03-14","","parseArgs","",""
"","36","HTTP redirects to HTTPS","alt-text-generator API Contract Harness","2026-03-14","passed","2026-03-14","","05 Routing & Redirects","",""
"","1","rejects non-array payloads from the compare endpoint","Unit | Scripts | GitHub | Review Dependencies","2026-03-14","passed","2026-03-14","","listDependencyChanges","",""
"","3","configures created HTTP servers with conservative timeout defaults","Unit | Server | Server Functions","2026-03-14","passed","2026-03-14","","","",""
"","36","Describe fixture image A","alt-text-generator API Contract Harness","2026-03-14","passed","2026-03-14","","20 Single Description (Azure Stub)","",""
"","203","creates a signed JWT with the expected issuer and validity window","Unit | Scripts | GitHub | Create GitHub App Installation Token","2026-03-14","passed","2026-03-14","","buildAppJwt","",""
"","7","prepares a composed Pages site artifact and dispatches PR publication without deploying directly from the CI run","Unit | Workflows | CI Allure Pages","2026-03-14","passed","2026-03-14","","","",""
"","20","Page descriptions invalid url","alt-text-generator API Contract Harness","2026-03-14","passed","2026-03-14","","40 Negative Paths","",""
"","1","accepts true and false","Unit | Scripts | Run Postman Deploy","2026-03-14","passed","2026-03-14","","normalizeBooleanFlag","",""
"","1","derives worker count and cluster mode from config","Unit | Server | Runtime Bootstrap","2026-03-14","passed","2026-03-14","","","",""
"","5","warns and continues when a history file is invalid","Unit | Allure History Fetcher","2026-03-14","passed","2026-03-14","","","",""
"","3","reads the GitHub event payload from disk","Unit | Scripts | GitHub | Resolve Pages Source Run","2026-03-14","passed","2026-03-14","","","",""
"","2","rejects unsupported CLI arguments","Unit | Scripts | GitHub | Compose Pages Site","2026-03-14","passed","2026-03-14","","","",""
"","27","Protected description rejects missing auth","alt-text-generator API Contract Harness","2026-03-14","passed","2026-03-14","","08 API Auth Contract","",""
"","1","falls back to huggingface before openai and openrouter in auto mode","Unit | Scripts | Postman | Provider Validation Scope","2026-03-14","passed","2026-03-14","","resolveProviderScope","",""
"","13","parses numeric overrides for worker and scraper controls","Unit | Config | Index","2026-03-14","passed","2026-03-14","","","",""
"","2","returns false for provider-endpoint failures","Unit | Providers | Shared | Is Skippable Image Source Error","2026-03-14","passed","2026-03-14","","","",""
"","5","removes the PR index when no PR reports remain in the composed site","Unit | Scripts | GitHub | Compose Pages Site","2026-03-14","passed","2026-03-14","","","",""
"","1","allows protected requests with a matching token","Unit | Middleware | Access Control","2026-03-14","passed","2026-03-14","","","",""
"","2","rejects azure scope without azure credentials","Unit | Scripts | Postman | Provider Validation Scope","2026-03-14","passed","2026-03-14","","resolveProviderScope","",""
"","8","builds the provider env schema and detects configured providers","Unit | Config | Provider Catalog","2026-03-14","passed","2026-03-14","","","",""
"","1","uses the configured scope when the manual input is auto","Unit | Scripts | Postman | Provider Validation Scope","2026-03-14","passed","2026-03-14","","resolveProviderScope","",""
"","1","surfaces GitHub API dispatch failures","Unit | Scripts | GitHub | Dispatch Pages Publish","2026-03-14","passed","2026-03-14","","","",""
"","30","Provider outage fails the whole page request","alt-text-generator API Contract Harness","2026-03-14","passed","2026-03-14","","30 Page Descriptions (Azure Stub)","",""
"","16","throws when auth is enabled without any configured tokens","Unit | Middleware | Access Control","2026-03-14","passed","2026-03-14","","","",""
"","1","allows canonical manual deploy verification runs to persist when requested","Unit | Allure History Policy","2026-03-14","passed","2026-03-14","","","",""
"","5","returns 503 while the instance is draining","Integration | API","2026-03-14","passed","2026-03-14","","GET /api/health","",""
"","1","writes markdown lines to the summary file","Unit | Scripts | GitHub | Resolve Provider Validation Scope","2026-03-14","passed","2026-03-14","","appendSummary","",""
"","1","fails when added runtime dependencies introduce matching vulnerabilities","Unit | Scripts | GitHub | Review Dependencies","2026-03-14","passed","2026-03-14","","reviewDependencies","",""
"","77","accepts an Azure-only provider configuration","Unit | Utils | Validate Env Vars","2026-03-14","passed","2026-03-14","","","",""
"","1","detects exact status-code headers on request items","Unit | Scripts | Postman | Collection Utils","2026-03-14","passed","2026-03-14","","","",""
"","2","parses supported CLI arguments","Unit | Scripts | GitHub | Create GitHub App Installation Token","2026-03-14","passed","2026-03-14","","parseArgs","",""
"","4","reads the GitHub event payload from disk","Unit | Allure History Policy","2026-03-14","passed","2026-03-14","","","",""
"","2","parses CLI arguments","Unit | Scripts | GitHub | Resolve Pages Source Run","2026-03-14","passed","2026-03-14","","","",""
"","2","forwards a validation error when model is missing","Unit | Controllers | Description Controller","2026-03-14","passed","2026-03-14","","DescriptionController.describe","",""
"","1","rejects protected requests without a valid token","Unit | Middleware | Access Control","2026-03-14","passed","2026-03-14","","","",""
"","1","surfaces GitHub API failures","Unit | Scripts | GitHub | Create GitHub App Installation Token","2026-03-14","passed","2026-03-14","","fetchGitHubJson","",""
"","9","fails fast when the fixture page is not valid HTML","Unit | Scripts | Postman | Provider Validation Fixture Probe","2026-03-14","passed","2026-03-14","","","",""
"","0","supports a future unit-local Redis topology behind an explicit flag","Unit | Config | Rate Limit Store","2026-03-14","passed","2026-03-14","","","",""
"","1","uses public provider-validation fixtures alongside the live base URL","Unit | Scripts | Run Postman Live","2026-03-14","passed","2026-03-14","","buildLiveProviderEnvVars","",""
"","26","Versioned health alias","alt-text-generator API Contract Harness","2026-03-14","passed","2026-03-14","","07 Route Aliases","",""
"","1","prefers GitHub repository context when it is available","Unit | Scripts | Postman | Provider Validation Public Fixtures","2026-03-14","passed","2026-03-14","","","",""
"","2","isImage(https://example.com/noextension) === false","Unit | Services | Scraper Service","2026-03-14","passed","2026-03-14","","ScraperService.isImage","",""
"","1","prefers data-src over src for lazy-loaded images","Unit | Services | Scraper Service","2026-03-14","passed","2026-03-14","","ScraperService.extractImageSources","",""
"","2","writes key-value outputs when a file is provided","Unit | Scripts | GitHub | Create GitHub App Installation Token","2026-03-14","passed","2026-03-14","","appendOutput","",""
"","2","defaults empty values to false","Unit | Scripts | Run Postman Deploy","2026-03-14","passed","2026-03-14","","normalizeBooleanFlag","",""
"","7","responds with a stable public service index","Integration | API","2026-03-14","passed","2026-03-14","","GET /","",""
"","235","writes GitHub Actions outputs when executed as a CLI","Unit | Scripts | GitHub | Sync Pages State Branch","2026-03-14","passed","2026-03-14","","","",""
"","10","responds with pong and mounts the request logger middleware","Integration | API","2026-03-14","passed","2026-03-14","","GET /api/ping","",""
"","3","throws when request items are missing a specific status expectation","Unit | Scripts | Postman | Collection Utils","2026-03-14","passed","2026-03-14","","","",""
"","21","rejects invalid timeout values","Unit | Allure History Fetcher","2026-03-14","passed","2026-03-14","","","",""
"","6","supports equals syntax and rejects malformed arguments","Unit | Scripts | GitHub | Sync Pages State Branch","2026-03-14","passed","2026-03-14","","","",""
"","0","isImage(https://example.com/photo.gif) === true","Unit | Services | Scraper Service","2026-03-14","passed","2026-03-14","","ScraperService.isImage","",""
"","0","returns null when no caption-like text is present","Unit | Providers | Shared | Extract Caption Text","2026-03-14","passed","2026-03-14","","","",""
"","32","Swagger Spec","alt-text-generator API Contract Harness","2026-03-14","passed","2026-03-14","","00 Core Smoke","",""
"","2","surfaces GitHub API failures","Unit | Scripts | GitHub | Review Dependencies","2026-03-14","passed","2026-03-14","","fetchGitHubJson","",""
"","1","uses postman:post-deploy as the canonical npm command","Unit | Scripts | Run Postman Deploy","2026-03-14","passed","2026-03-14","","package and workflow wiring","",""
"","19","rejects missing required CLI arguments","Unit | Allure History Artifact Packaging","2026-03-14","passed","2026-03-14","","","",""
"","1","skips invalid image URLs that cannot be resolved","Unit | Services | Scraper Service","2026-03-14","passed","2026-03-14","","ScraperService.extractImageSources","",""
"","1","reports rollout issues until health headers and auth expectations match","Unit | Scripts | Run Postman Deploy","2026-03-14","passed","2026-03-14","","collectDeployStabilizationIssues","",""
"","24","rejects unsupported CLI arguments","Unit | Scripts | GitHub | Write Newman Summary","2026-03-14","passed","2026-03-14","","","",""
"","1","starts single-process runtime when worker count is one","Unit | Server | Runtime Bootstrap","2026-03-14","passed","2026-03-14","","","",""
"","4","builds provider config sections with documented defaults and explicit overrides","Unit | Config | Provider Catalog","2026-03-14","passed","2026-03-14","","","",""
"","1","builds prefixed Redis store namespaces per limiter scope","Unit | Infrastructure | Rate Limit Store","2026-03-14","passed","2026-03-14","","","",""
"","2","uses only the production Swagger server in production","Unit | Config | Swagger","2026-03-14","passed","2026-03-14","","","",""
"","1","posts GitHub workflow dispatch requests","Unit | Scripts | GitHub | Dispatch Pages Publish","2026-03-14","passed","2026-03-14","","","",""
"","1","skips protected deploy verification when auth is enabled without a token","Unit | Scripts | Run Postman Deploy","2026-03-14","passed","2026-03-14","","resolveProductionDeployAuthConfig","",""
"","1","forwards a validation error for an invalid URL","Unit | Controllers | Scraper Controller","2026-03-14","passed","2026-03-14","","","",""
"","3","normalizes non-error unhandled rejections into structured fatal logs","Unit | Server | Register Fatal Handlers","2026-03-14","passed","2026-03-14","","","",""
"","2","closes all registered servers and closes idle connections first","Unit | Server | Server Functions","2026-03-14","passed","2026-03-14","","","",""
"","1","extracts tokens from X-API-Key first","Unit | Middleware | Access Control","2026-03-14","passed","2026-03-14","","","",""
"","1","returns no GitHub Pages URL for malformed repository identifiers","Unit | Allure History Policy","2026-03-14","passed","2026-03-14","","","",""
"","1","ignores unrelated GitHub API failures","Unit | Scripts | GitHub | Promote To Production","2026-03-14","passed","2026-03-14","","isProtectedBranchRefUpdateError","",""
"","1","writes the pid file only from the primary process","Unit | Server | Runtime Bootstrap","2026-03-14","passed","2026-03-14","","","",""
"","31","Root Service Index","alt-text-generator API Contract Harness","2026-03-14","passed","2026-03-14","","00 Core Smoke","",""
"","0","realigns when both branches diverge but production must track main exactly","Unit | Scripts | GitHub | Promote To Production","2026-03-14","passed","2026-03-14","","derivePromotionPlan","",""
"","2","defaults to auto mode with in-memory storage when no Redis URL is configured","Unit | Config | Rate Limit Store","2026-03-14","passed","2026-03-14","","","",""
"","1","starts clustered mode only from the primary process","Unit | Server | Runtime Bootstrap","2026-03-14","passed","2026-03-14","","","",""
"","23","rejects unsupported scope values","Unit | Scripts | Postman | Provider Validation Scope","2026-03-14","passed","2026-03-14","","normalizeProviderScope","",""
"","16","logs start and completion details when the Newman command succeeds","Unit | Scripts | Postman | Newman Runner","2026-03-14","passed","2026-03-14","","","",""
"","53","rejects API auth tokens when the configured list is empty after trimming","Unit | Utils | Validate Env Vars","2026-03-14","passed","2026-03-14","","","",""
"","14","resolves the documented cluster policy defaults","Unit | Server | Cluster Manager","2026-03-14","passed","2026-03-14","","","",""
"","1","detects replicate and azure independently","Unit | Scripts | Postman | Provider Validation Scope","2026-03-14","passed","2026-03-14","","detectAvailableProviders","",""
"","2","times out with the last rollout issues when the deploy never stabilizes","Unit | Scripts | Run Postman Deploy","2026-03-14","passed","2026-03-14","","waitForStableDeploy","",""
"","1","exits immediately when no shutdown handler is available","Unit | Server | Register Fatal Handlers","2026-03-14","passed","2026-03-14","","","",""
"","1","rejects installation lookups that return no installation id","Unit | Scripts | GitHub | Create GitHub App Installation Token","2026-03-14","passed","2026-03-14","","resolveInstallationId","",""
"","1","fails when an image fixture returns the wrong content type","Unit | Scripts | Postman | Provider Validation Fixture Probe","2026-03-14","passed","2026-03-14","","","",""
"","2","normalizes the report URL and builds history file URLs","Unit | Allure History Fetcher","2026-03-14","passed","2026-03-14","","","",""
"","1","returns false for unrelated failures","Unit | Providers | Shared | Is Skippable Image Source Error","2026-03-14","passed","2026-03-14","","","",""
"","3","returns description array on success","Integration | API","2026-03-14","passed","2026-03-14","","GET /api/accessibility/description","",""
"","37","uses inline PEM values when they are provided","Unit | Infrastructure | Load TLS Credentials","2026-03-14","passed","2026-03-14","","","",""
"","0","recognizes protected-branch ref update rejections","Unit | Scripts | GitHub | Promote To Production","2026-03-14","passed","2026-03-14","","isProtectedBranchRefUpdateError","",""
"","1","disables history for custom deploy verification URLs","Unit | Allure History Policy","2026-03-14","passed","2026-03-14","","","",""
"","16","rejects unsupported flags","Unit | Scripts | GitHub | Promote To Production","2026-03-14","passed","2026-03-14","","parseArgs","",""
"","48","redirects direct HTTP traffic to HTTPS","Integration | API","2026-03-14","passed","2026-03-14","","request filter","",""
"","1","requires the GitHub App private key secret","Unit | Scripts | GitHub | Create GitHub App Installation Token","2026-03-14","passed","2026-03-14","","createGitHubAppInstallationToken","",""
"","1","lists request items across nested folders","Unit | Scripts | Postman | Collection Utils","2026-03-14","passed","2026-03-14","","","",""
"","5","maps nested request ids and names back to their top-level folder","Unit | Scripts | Postman | Collection Utils","2026-03-14","passed","2026-03-14","","","",""
"","1","extracts the first caption from array payloads","Unit | Providers | Shared | Extract Caption Text","2026-03-14","passed","2026-03-14","","","",""
"","1","falls back to the workflow event name when the source workflow event is absent","Unit | Scripts | GitHub | Resolve Pages Source Run","2026-03-14","passed","2026-03-14","","","",""
"","1","returns undefined when no upstream details are available","Unit | Utils | Get Upstream Error Summary","2026-03-14","passed","2026-03-14","","","",""
"","5","responds with health info","Integration | API","2026-03-14","passed","2026-03-14","","GET /api/health","",""
"","0","encodes raw GitHub paths without altering path separators","Unit | Scripts | Postman | Provider Validation Public Fixtures","2026-03-14","passed","2026-03-14","","","",""
"","13","deploys prepared Pages artifacts from main CI runs and supports dispatch-based PR/manual backfills","Unit | Workflows | Allure Pages Publish","2026-03-14","passed","2026-03-14","","","",""
"","4","returns joined captions as description","Unit | Services | Azure Describer Service","2026-03-14","passed","2026-03-14","","","",""
"","0","returns empty array when no models registered","Unit | Services | Image Describer Factory","2026-03-14","passed","2026-03-14","","","",""
"","1","parses write-pages-metadata CLI arguments","Unit | Scripts | GitHub | Page Metadata","2026-03-14","passed","2026-03-14","","","",""
"","1","builds raw GitHub urls for the default repository and ref","Unit | Scripts | Postman | Provider Validation Public Fixtures","2026-03-14","passed","2026-03-14","","","",""
"","0","invokes postman:live-provider from the live workflow","Unit | Scripts | Run Postman Live","2026-03-14","passed","2026-03-14","","package and workflow wiring","",""
"","1","strips query strings from image URLs","Unit | Services | Scraper Service","2026-03-14","passed","2026-03-14","","ScraperService.extractImageSources","",""
"","39","creates outbound clients that use the configured CA bundle","Unit | Infrastructure | Outbound Trust","2026-03-14","passed","2026-03-14","","","",""
"","26","keeps the standard node environment when Allure is disabled","Unit | Jest Configuration","2026-03-14","passed","2026-03-14","","","",""
"","0","uses a force realignment when only branch-only history differs","Unit | Scripts | GitHub | Promote To Production","2026-03-14","passed","2026-03-14","","derivePromotionPlan","",""
"","374","generates self-signed localhost credentials outside production","Unit | Infrastructure | Load TLS Credentials","2026-03-14","passed","2026-03-14","","","",""
