"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2","supports caller-provided image resolvers for page job orchestration","Unit | Services | Page Description Service","2026-07-07","passed","2026-07-07","","","",""
"","4","reads the GitHub event payload from disk","Unit | Allure History Policy","2026-07-07","passed","2026-07-07","","","",""
"","5","registers only azure when Replicate is not configured","Unit | Application Composition","2026-07-07","passed","2026-07-07","","","",""
"","1","preserves multiline keys and expands escaped newlines","Unit | Scripts | GitHub | Create GitHub App Installation Token","2026-07-07","passed","2026-07-07","","normalizePrivateKey","",""
"","17","redacts sensitive request and response headers before logging","Unit | Infrastructure | Logger","2026-07-07","passed","2026-07-07","","","",""
"","1","forwards a validation error when url is missing","Unit | Controllers | Description Controller","2026-07-07","passed","2026-07-07","","DescriptionController.describePage","",""
"","1","returns 202 while a page-description job is still pending","Unit | Controllers | Description Controller","2026-07-07","passed","2026-07-07","","DescriptionController.getPageDescriptionJob","",""
"","1","flags duplicate order prefixes","Unit | Scripts | Postman | Collection Lint","2026-07-07","passed","2026-07-07","","lintFolderNames","",""
"","207","writes GitHub Actions outputs when executed as a CLI","Integration | Scripts | GitHub | Sync Pages State Branch","2026-07-07","passed","2026-07-07","","","",""
"","1","maps the all scope to the configured live provider folders","Unit | Scripts | Postman | Provider Validation Scope","2026-07-07","passed","2026-07-07","","getSelectedProviderFolders","",""
"","1","uses the configured environment scope when the manual input is auto","Unit | Scripts | GitHub | Resolve Provider Validation Scope","2026-07-07","passed","2026-07-07","","resolveScopeFromEnv","",""
"","1","accepts requests with an X-Expected-Status-Code header","Unit | Scripts | Postman | Collection Lint","2026-07-07","passed","2026-07-07","","lintStatusExpectations","",""
"","2","shuts down the primary on SIGTERM without scheduling restarts","Unit | Server | Cluster Manager","2026-07-07","passed","2026-07-07","","","",""
"","1","forwards an internal error when page orchestration fails","Unit | Controllers | Description Controller","2026-07-07","passed","2026-07-07","","DescriptionController.describePage","",""
"","1","rejects a payload whose magic bytes are not a ZIP header","Unit | Allure History Artifact Restore","2026-07-07","passed","2026-07-07","","assertArchivePayload","",""
"","1","requires repo, sha, and state","Unit | Scripts | GitHub | Update Deployment Status","2026-07-07","passed","2026-07-07","","parseArgs","",""
"","2","runs weekly and on manual dispatch only","Unit | Scripts | GitHub | Security Audit Workflow","2026-07-07","passed","2026-07-07","","","",""
"","1","formats provisional and accepted verdict lines distinctly","Unit | Scripts | Performance Budget","2026-07-07","passed","2026-07-07","","","",""
"","1","applies outbound timeout handling","Unit | Providers | Adapter Contract Matrix","2026-07-07","passed","2026-07-07","","replicate provider adapter contract","",""
"","1","resolves the main CI history stream for pushes to main","Unit | Allure History Policy","2026-07-07","passed","2026-07-07","","","",""
"","4","requires third-party actions to be pinned to a commit SHA","Unit | GitHub Action Pin Policy","2026-07-07","passed","2026-07-07","","","",""
"","1","rejects non-array payloads from the compare endpoint","Unit | Scripts | GitHub | Review Dependencies","2026-07-07","passed","2026-07-07","","listDependencyChanges","",""
"","3","reports disallowed licenses as advisory without failing the review","Unit | Scripts | GitHub | Review Dependencies","2026-07-07","passed","2026-07-07","","license policy","",""
"","4","parses supported arguments with dry-run defaulting to true","Unit | Scripts | GitHub | Rollback Production","2026-07-07","passed","2026-07-07","","parseArgs","",""
"","1","treats blank deploy validation tokens as missing when auth is enabled","Unit | Scripts | Run Postman Deploy","2026-07-07","passed","2026-07-07","","resolveProductionDeployAuthConfig","",""
"","63","rejects Redis-backed description jobs without a Redis URL","Unit | Utils | Validate Env Vars","2026-07-07","passed","2026-07-07","","","",""
"","5","excludes Redis-suffixed specs from the general integration lane","Unit | Jest Lane Configs","2026-07-07","passed","2026-07-07","","","",""
"","1","drains the active-job map after concurrent jobs settle to success and failure","Unit | Services | Page Description Job Concurrency","2026-07-07","passed","2026-07-07","","","",""
"","3","flags a missing or non-3.x version","Unit | Scripts | OpenAPI | Validate Spec","2026-07-07","passed","2026-07-07","","validateVersion","",""
"","2","times out with the last rollout issues when the deploy never stabilizes","Unit | Scripts | Run Postman Deploy","2026-07-07","passed","2026-07-07","","waitForStableDeploy","",""
"","2","validates each redirect before following it","Unit | Infrastructure | Outbound URL Policy","2026-07-07","passed","2026-07-07","","","",""
"","1","converts the 404 fallback into a not-found ApiError","Unit | Middleware | Error Handler","2026-07-07","passed","2026-07-07","","","",""
"","24","Missing image returns 500","alt-text-generator API Contract Harness","2026-07-07","passed","2026-07-07","","20 Single Description (Azure Stub)","",""
"","17","allows auth tokens to stay configured while auth is explicitly disabled","Unit | Config | Index","2026-07-07","passed","2026-07-07","","","",""
"","2","propagates prompt, model, and limit configuration","Unit | Providers | Adapter Contract Matrix","2026-07-07","passed","2026-07-07","","replicate provider adapter contract","",""
"","1","picks the newest deployment by creation time","Unit | Scripts | GitHub | Update Deployment Status","2026-07-07","passed","2026-07-07","","pickLatestDeployment","",""
"","2","returns a pending job when the provider does not finish within the wait window","Unit | Services | Description Job Service","2026-07-07","passed","2026-07-07","","","",""
"","1","requires the standard rate-limit headers case-insensitively","Unit | Scripts | Run Postman Deploy","2026-07-07","passed","2026-07-07","","hasRequiredRateLimitHeaders","",""
"","2","initializes a Redis-backed store and wires client errors to the logger","Unit | Infrastructure | Description Job Store","2026-07-07","passed","2026-07-07","","","",""
"","2","enforces specific status expectations across the committed Postman collection","Unit | Scripts | Postman | Collection Utils","2026-07-07","passed","2026-07-07","","","",""
"","1","rejects malformed direct host headers instead of redirecting","Unit | Middleware | Request Filter","2026-07-07","passed","2026-07-07","","","",""
"","1","strips query strings from image URLs","Unit | Services | Scraper Service","2026-07-07","passed","2026-07-07","","ScraperService.extractImageSources","",""
"","2","returns image sources on success","Unit | Services | Scraper Service","2026-07-07","passed","2026-07-07","","ScraperService.getImages","",""
"","5","accepts Bearer authentication on protected endpoints","Integration | API","2026-07-07","passed","2026-07-07","","API access control","",""
"","1","treats a Replicate token as sufficient for the configured scope list","Unit | Scripts | Postman | Provider Validation Scope","2026-07-07","passed","2026-07-07","","detectAvailableProviders","",""
"","2","times out long-running predictions and requests cancellation","Unit | Services | Replicate Describer Service","2026-07-07","passed","2026-07-07","","","",""
"","1","keeps the existing CLI, JSON, and JUnit reporters by default","Unit | Postman Harness Reporting","2026-07-07","passed","2026-07-07","","","",""
"","3","parses CLI arguments with defaults","Unit | Scripts | GitHub | Dispatch Pages Publish","2026-07-07","passed","2026-07-07","","","",""
"","4","does not register azure when provider overrides disable it","Unit | Application Composition","2026-07-07","passed","2026-07-07","","","",""
"","1","runs protected deploy verification without a token when auth is disabled","Unit | Scripts | Run Postman Deploy","2026-07-07","passed","2026-07-07","","resolveProductionDeployAuthConfig","",""
"","2","returns 200 when a page-description job has completed","Unit | Controllers | Description Controller","2026-07-07","passed","2026-07-07","","DescriptionController.getPageDescriptionJob","",""
"","3","does not register azure when its config is incomplete","Unit | Application Composition","2026-07-07","passed","2026-07-07","","","",""
"","1","shuts servers down gracefully on SIGTERM and exits with code 0","Unit | Server | Server Functions","2026-07-07","passed","2026-07-07","","","",""
"","0","includes optional PR, Newman mode, and base URL fields when present","Unit | Allure History Artifact Packaging","2026-07-07","passed","2026-07-07","","","",""
"","1","keeps secret-bearing environment variables unsynced from the repo","Unit | Render Deploy Config","2026-07-07","passed","2026-07-07","","","",""
"","0","isImage(https://example.com/page.html) === false","Unit | Services | Scraper Service","2026-07-07","passed","2026-07-07","","ScraperService.isImage","",""
"","1","builds the dependency compare endpoint with paging","Unit | Scripts | GitHub | Review Dependencies","2026-07-07","passed","2026-07-07","","buildApiUrl","",""
"","1","reports rollout issues until health headers and auth expectations match","Unit | Scripts | Run Postman Deploy","2026-07-07","passed","2026-07-07","","collectDeployStabilizationIssues","",""
"","16","lets only one runner win a concurrent claim on a shared description job","Integration | Shared Redis Concurrency","2026-07-07","passed","2026-07-07","","","",""
"","1","looks up workflow_dispatch source context from the GitHub API","Unit | Scripts | GitHub | Resolve Pages Source Run","2026-07-07","passed","2026-07-07","","","",""
"","2","flags a removed response on a kept operation","Unit | Scripts | OpenAPI | Contract Diff","2026-07-07","passed","2026-07-07","","diffPublicContract","",""
"","1","returns an empty payload when no event path is provided","Unit | Allure History Policy","2026-07-07","passed","2026-07-07","","","",""
"","16","throws on unknown arguments and a missing --collection value","Unit | Scripts | Postman | Collection Lint","2026-07-07","passed","2026-07-07","","parseArgs","",""
"","1","writes key/value pairs to the provided file","Unit | Scripts | GitHub | Resolve Provider Validation Scope","2026-07-07","passed","2026-07-07","","appendGitHubEnv","",""
"","1","requires repo, to-sha, and reason","Unit | Scripts | GitHub | Rollback Production","2026-07-07","passed","2026-07-07","","parseArgs","",""
"","2","aggregates violations from every rule with folder/request locations","Unit | Scripts | Postman | Collection Lint","2026-07-07","passed","2026-07-07","","lintCollection","",""
"","11","returns no violations for a structurally sound spec","Unit | Scripts | OpenAPI | Validate Spec","2026-07-07","passed","2026-07-07","","validateSpec","",""
"","1","rejects unsupported flags","Unit | Scripts | GitHub | Rollback Production","2026-07-07","passed","2026-07-07","","parseArgs","",""
"","1","propagates prompt, model, and limit configuration","Unit | Providers | Adapter Contract Matrix","2026-07-07","passed","2026-07-07","","azure provider adapter contract","",""
"","1","lists request items across nested folders","Unit | Scripts | Postman | Collection Utils","2026-07-07","passed","2026-07-07","","","",""
"","4","warns and continues when a history file is invalid","Unit | Allure History Fetcher","2026-07-07","passed","2026-07-07","","","",""
"","3","extends the timeout for the script/git integration lane","Unit | Jest Lane Configs","2026-07-07","passed","2026-07-07","","","",""
"","9","fails fast when Redis mode is selected without a Redis URL","Unit | Infrastructure | Rate Limit Store","2026-07-07","passed","2026-07-07","","","",""
"","0","creates a runtime describer and prefers an injected provider client","Unit | Providers | Definitions | Build OpenAI Compatible Provider","2026-07-07","passed","2026-07-07","","","",""
"","9","runs harden-runner in audit mode as the first step of secret-bearing jobs","Unit | Scripts | GitHub | Workflow Hardening","2026-07-07","passed","2026-07-07","","","",""
"","1","keeps non-main/non-production CI runs ephemeral","Unit | Allure History Policy","2026-07-07","passed","2026-07-07","","","",""
"","3","marks the package private so the service is never accidentally published","Unit | Supply-chain pinning posture","2026-07-07","passed","2026-07-07","","","",""
"","1","serializes ApiError instances with request metadata","Unit | Middleware | Error Handler","2026-07-07","passed","2026-07-07","","","",""
"","1","accepts successful required checks even when duplicate runs exist","Unit | Scripts | GitHub | Promote To Production","2026-07-07","passed","2026-07-07","","ensureRequiredChecksGreen","",""
"","37","accepts explicitly disabled API auth without configured tokens","Unit | Utils | Validate Env Vars","2026-07-07","passed","2026-07-07","","","",""
"","1","marks image download failures as skippable after a fallback fetch","Unit | Services | OpenAI Compatible Vision Describer Service","2026-07-07","passed","2026-07-07","","","",""
"","141","runs fixed-port mode when the requested ports are free","Integration | Scripts | Postman | Harness Port & Report Isolation","2026-07-07","passed","2026-07-07","","","",""
"","78","accepts an OpenAI-only provider configuration","Unit | Utils | Validate Env Vars","2026-07-07","passed","2026-07-07","","","",""
"","20","returns 202 and eventually exposes a terminal failed page job when a replicate image job fails","Integration | Async Page Description Jobs","2026-07-07","passed","2026-07-07","","","",""
"","2","accepts non-empty LF Markdown without merge-conflict markers","Unit | Scripts | Docs | Validate Docs","2026-07-07","passed","2026-07-07","","","",""
"","1","defaults to the committed artifact","Unit | Scripts | OpenAPI | Validate Spec","2026-07-07","passed","2026-07-07","","parseArgs","",""
"","1","rejects localhost, private hosts, and non-http protocols","Unit | Scripts | Run Postman Live","2026-07-07","passed","2026-07-07","","assertPublicHttpUrl","",""
"","62","rejects Redis-backed rate limiting without a Redis URL","Unit | Utils | Validate Env Vars","2026-07-07","passed","2026-07-07","","","",""
"","0","resolves relative bundle paths from the current working directory","Unit | Infrastructure | Outbound Trust","2026-07-07","passed","2026-07-07","","","",""
"","3","validates provider-specific env rules and exposes provider-validation metadata","Unit | Config | Provider Catalog","2026-07-07","passed","2026-07-07","","","",""
"","4","defaults the reports base dir to reports/newman and honors POSTMAN_REPORTS_DIR","Unit | Scripts | Postman | Run Layout","2026-07-07","passed","2026-07-07","","","",""
"","49","accepts a non-negative TRUST_PROXY_HOPS override","Unit | Utils | Validate Env Vars","2026-07-07","passed","2026-07-07","","","",""
"","2","falls back to request names when collection ids are unavailable","Unit | Scripts | GitHub | Write Newman Summary","2026-07-07","passed","2026-07-07","","","",""
"","1","encodes raw GitHub paths without altering path separators","Unit | Scripts | Postman | Provider Validation Public Fixtures","2026-07-07","passed","2026-07-07","","","",""
"","238","keeps two concurrent dynamic smoke runs isolated by run directory","Integration | Scripts | Postman | Harness Port & Report Isolation","2026-07-07","passed","2026-07-07","","","",""
"","9","accepts a 3.x version","Unit | Scripts | OpenAPI | Validate Spec","2026-07-07","passed","2026-07-07","","validateVersion","",""
"","2","runs only on manual dispatch with non-cancelable serialized promotion","Unit | Scripts | GitHub | Promote To Production Workflow","2026-07-07","passed","2026-07-07","","","",""
"","2","rejects workflow run lookup without GitHub context","Unit | Scripts | GitHub | Resolve Pages Source Run","2026-07-07","passed","2026-07-07","","","",""
"","7","builds the provider env schema and detects configured providers","Unit | Config | Provider Catalog","2026-07-07","passed","2026-07-07","","","",""
"","1","records how the promotion happened in the deployment payload","Unit | Scripts | GitHub | Promote To Production","2026-07-07","passed","2026-07-07","","deployment evidence","",""
"","23","advances replicate predictions through processing to success","Unit | Scripts | Postman Fixture Server","2026-07-07","passed","2026-07-07","","","",""
"","1","flags a JSON response body without a schema","Unit | Scripts | OpenAPI | Validate Spec","2026-07-07","passed","2026-07-07","","validateOperationResponses","",""
"","1","forces the local harness app servers to ignore repo-level provider overrides","Unit | Postman Harness Reporting","2026-07-07","passed","2026-07-07","","","",""
"","1","refreshes pending jobs when status is requested","Unit | Services | Description Job Service","2026-07-07","passed","2026-07-07","","","",""
"","0","analyzes with the security-extended query suite","Unit | Scripts | GitHub | CodeQL Workflow","2026-07-07","passed","2026-07-07","","","",""
"","1","keeps provider-specific request env vars in provider-integration mode","Unit | Scripts | Postman | Provider Validation Scope","2026-07-07","passed","2026-07-07","","getSelectedProviderPlans","",""
"","12","still fails page descriptions on non-skippable provider errors","Unit | Services | Page Description Service","2026-07-07","passed","2026-07-07","","","",""
"","3","wraps store operations so request-time store errors fail open","Unit | Infrastructure | Rate Limit Store","2026-07-07","passed","2026-07-07","","","",""
"","8","rejects unsupported and incomplete arguments","Unit | Scripts | GitHub | Review Dependencies","2026-07-07","passed","2026-07-07","","parseArgs","",""
"","3","falls back to a fetched data url when the provider rejects the remote image url","Unit | Services | OpenAI Compatible Vision Describer Service","2026-07-07","passed","2026-07-07","","","",""
"","0","makes specs that differ only in key order serialize identically (the generator-version-resilience invariant)","Unit | Scripts | OpenAPI | Freshness Check","2026-07-07","passed","2026-07-07","","canonicalizeSpec","",""
"","8","prepares a composed Pages site artifact and dispatches PR publication without deploying directly from the CI run","Unit | Workflows | CI Allure Pages","2026-07-07","passed","2026-07-07","","","",""
"","50","rejects a max restart backoff smaller than the base restart backoff","Unit | Utils | Validate Env Vars","2026-07-07","passed","2026-07-07","","","",""
"","2","falls back to zero counts and rewrites the report when parsing fails","Unit | Scripts | GitHub | Parse Security Audit Report","2026-07-07","passed","2026-07-07","","parseSecurityAuditReport","",""
"","2","parses supported arguments","Unit | Scripts | GitHub | Update Deployment Status","2026-07-07","passed","2026-07-07","","parseArgs","",""
"","0","creates asynchronous description jobs with provider metadata","Unit | Services | Replicate Describer Service","2026-07-07","passed","2026-07-07","","","",""
"","10","responds with pong and mounts the request logger middleware","Integration | API","2026-07-07","passed","2026-07-07","","GET /api/ping","",""
"","1","writes markdown lines to the summary file","Unit | Scripts | GitHub | Resolve Provider Validation Scope","2026-07-07","passed","2026-07-07","","appendSummary","",""
"","0","does not run an autobuild step for the interpreted JavaScript codebase","Unit | Scripts | GitHub | CodeQL Workflow","2026-07-07","passed","2026-07-07","","","",""
"","1","reports when Newman exits before writing a JSON report","Unit | Scripts | Postman | Newman Runner","2026-07-07","passed","2026-07-07","","","",""
"","2","falls back to auto when the value is empty","Unit | Scripts | Postman | Provider Validation Scope","2026-07-07","passed","2026-07-07","","normalizeProviderScope","",""
"","666","fetches and updates an existing remote state branch that is not present locally yet","Integration | Scripts | GitHub | Sync Pages State Branch","2026-07-07","passed","2026-07-07","","","",""
"","1","commits a lockfile and installs it frozen (npm ci) in CI","Unit | Supply-chain pinning posture","2026-07-07","passed","2026-07-07","","","",""
"","1","declares the required fields of the async job responses","Unit | Config | Swagger","2026-07-07","passed","2026-07-07","","required schemas","",""
"","1","returns the description array on success","Unit | Controllers | Description Controller","2026-07-07","passed","2026-07-07","","DescriptionController.describe","",""
"","3","restarts pending page jobs on status lookup and returns terminal failures as stored jobs","Unit | Services | Page Description Job Service","2026-07-07","passed","2026-07-07","","","",""
"","4","accepts X-API-Key authentication on protected endpoints","Integration | API","2026-07-07","passed","2026-07-07","","API access control","",""
"","7","keeps the post-deploy provider subset on low-cost providers only","Unit | Scripts | Run Postman Deploy","2026-07-07","passed","2026-07-07","","resolvePostDeployProviderPlans","",""
"","1","nests every per-run artifact directory under the run directory","Unit | Scripts | Postman | Run Layout","2026-07-07","passed","2026-07-07","","","",""
"","2","lets one runner claim a shared job and blocks the competing runner","Unit | Services | Page Description Job Concurrency","2026-07-07","passed","2026-07-07","","","",""
"","4","allows protected endpoints through when auth is explicitly disabled","Integration | API","2026-07-07","passed","2026-07-07","","API access control","",""
"","9","downloads the image and submits it to the Ollama chat api","Unit | Services | Ollama Describer Service","2026-07-07","passed","2026-07-07","","","",""
"","3","accepts the committed policy against the real workflow job names","Unit | Scripts | GitHub | Required Check Policy","2026-07-07","passed","2026-07-07","","","",""
"","3","starts clustered mode only from the primary process","Unit | Server | Runtime Bootstrap","2026-07-07","passed","2026-07-07","","","",""
"","3","normalizes the report URL and builds history file URLs","Unit | Allure History Fetcher","2026-07-07","passed","2026-07-07","","","",""
"","2","registers every supported provider definition in the fast contract matrix","Unit | Providers | Adapter Contract Matrix","2026-07-07","passed","2026-07-07","","","",""
"","5","rejects protected endpoints without authentication","Integration | API","2026-07-07","passed","2026-07-07","","API access control","",""
"","1","runs only on manual dispatch with a dry-run default of true","Unit | Scripts | GitHub | Rollback Production Workflow","2026-07-07","passed","2026-07-07","","","",""
"","1","disables history persistence for fork pull requests","Unit | Allure History Policy","2026-07-07","passed","2026-07-07","","","",""
"","1","flags a $ref that does not resolve","Unit | Scripts | OpenAPI | Validate Spec","2026-07-07","passed","2026-07-07","","validateRefs","",""
"","1","surfaces GitHub API failures","Unit | Scripts | GitHub | Review Dependencies","2026-07-07","passed","2026-07-07","","fetchGitHubJson","",""
"","1","supports chained registration","Unit | Services | Image Describer Factory","2026-07-07","passed","2026-07-07","","","",""
"","1","uses replicate when auto is the only configured provider","Unit | Scripts | Postman | Provider Validation Scope","2026-07-07","passed","2026-07-07","","resolveProviderScope","",""
"","0","returns no GitHub Pages URL for malformed repository identifiers","Unit | Allure History Policy","2026-07-07","passed","2026-07-07","","","",""
"","1","marks image-source download failures as skippable","Unit | Services | Ollama Describer Service","2026-07-07","passed","2026-07-07","","","",""
"","3","surfaces stale-report cleanup failures that are not missing-file errors","Unit | Scripts | Postman | Newman Runner","2026-07-07","passed","2026-07-07","","","",""
"","1","supports a future unit-local Redis topology behind an explicit flag","Unit | Config | Rate Limit Store","2026-07-07","passed","2026-07-07","","","",""
"","3","parses CLI arguments","Unit | Scripts | GitHub | Resolve Pages Source Run","2026-07-07","passed","2026-07-07","","","",""
"","4","supports equals syntax and rejects malformed arguments","Unit | Scripts | GitHub | Sync Pages State Branch","2026-07-07","passed","2026-07-07","","","",""
"","0","defaults to the committed collection","Unit | Scripts | Postman | Collection Lint","2026-07-07","passed","2026-07-07","","parseArgs","",""
"","1","parses CLI arguments with defaults","Unit | Allure History Fetcher","2026-07-07","passed","2026-07-07","","","",""
"","5","fails fast when the fixture page is not valid HTML","Unit | Scripts | Postman | Provider Validation Fixture Probe","2026-07-07","passed","2026-07-07","","","",""
"","1","maps provider timeouts during page descriptions to gateway timeout responses","Unit | Controllers | Description Controller","2026-07-07","passed","2026-07-07","","DescriptionController.describePage","",""
"","1","redirects forwarded HTTP requests using the validated forwarded host","Unit | Middleware | Request Filter","2026-07-07","passed","2026-07-07","","","",""
"","2","normalizes content types without charset noise","Unit | Scripts | Postman | Provider Validation Fixture Probe","2026-07-07","passed","2026-07-07","","","",""
"","1","keeps an explicit ALLURE_RESULTS_DIR for cross-run aggregation","Unit | Scripts | Postman | Run Layout","2026-07-07","passed","2026-07-07","","","",""
"","2","calls the API with correct url, data, and headers","Unit | Services | Azure Describer Service","2026-07-07","passed","2026-07-07","","","",""
"","2","keeps the promotion workflow hardcoded checks aligned with the policy","Unit | Scripts | GitHub | Required Check Policy","2026-07-07","passed","2026-07-07","","","",""
"","1","is a no-op when production already points to the rollback SHA","Unit | Scripts | GitHub | Rollback Production","2026-07-07","passed","2026-07-07","","deriveRollbackPlan","",""
"","1","isImage(https://example.com/photo.jpg?v=123) === true","Unit | Services | Scraper Service","2026-07-07","passed","2026-07-07","","ScraperService.isImage","",""
"","705","creates and updates the state branch","Integration | Scripts | GitHub | Sync Pages State Branch","2026-07-07","passed","2026-07-07","","","",""
"","1","parses an explicit real run","Unit | Scripts | GitHub | Rollback Production","2026-07-07","passed","2026-07-07","","parseArgs","",""
"","1","flags duplicate top-level folder names","Unit | Scripts | Postman | Collection Lint","2026-07-07","passed","2026-07-07","","lintFolderNames","",""
"","3","pins the Node toolchain in .nvmrc and defaults the setup composite to it","Unit | Jest Lane Configs","2026-07-07","passed","2026-07-07","","","",""
"","1","uses an explicit Redis integration URL without requiring a host binary","Unit | Redis Test Server Helper","2026-07-07","passed","2026-07-07","","","",""
"","4","falls back to the default trust proxy setting when config omits proxy","Unit | Application Composition","2026-07-07","passed","2026-07-07","","","",""
"","1","uses postman:live-provider as the canonical npm command","Unit | Scripts | Run Postman Live","2026-07-07","passed","2026-07-07","","package and workflow wiring","",""
"","6","throws a descriptive error for an unknown model","Unit | Services | Image Describer Factory","2026-07-07","passed","2026-07-07","","","",""
"","2","deploys the production branch web service","Unit | Render Deploy Config","2026-07-07","passed","2026-07-07","","","",""
"","1","normalizes unexpected errors into a generic internal response","Unit | Middleware | Error Handler","2026-07-07","passed","2026-07-07","","","",""
"","10","throws on a missing --spec value","Unit | Scripts | OpenAPI | Freshness Check","2026-07-07","passed","2026-07-07","","parseArgs","",""
"","10","returns 503 while the instance is draining","Integration | API","2026-07-07","passed","2026-07-07","","GET /api/health","",""
"","6","rejects invalid samples","Unit | Scripts | Performance Budget","2026-07-07","passed","2026-07-07","","","",""
"","20","rejects missing required CLI arguments","Unit | Allure History Artifact Restore","2026-07-07","passed","2026-07-07","","","",""
"","2","rejects when the Newman process cannot be spawned","Unit | Scripts | Postman | Newman Runner","2026-07-07","passed","2026-07-07","","","",""
"","1","parses equals syntax and normalizes custom API base URLs","Unit | Scripts | GitHub | Dispatch Pages Publish","2026-07-07","passed","2026-07-07","","","",""
"","4","builds raw GitHub urls for the default repository and ref","Unit | Scripts | Postman | Provider Validation Public Fixtures","2026-07-07","passed","2026-07-07","","","",""
"","1","resolves per-PR history for same-repository pull requests","Unit | Allure History Policy","2026-07-07","passed","2026-07-07","","","",""
"","1","starts servers and resolves when the listen callback fires","Unit | Server | Server Functions","2026-07-07","passed","2026-07-07","","","",""
"","13","rejects unsupported workflow kinds","Unit | Allure History Policy","2026-07-07","passed","2026-07-07","","","",""
"","17","sends a chat completion request with the remote image url","Unit | Services | OpenAI Compatible Vision Describer Service","2026-07-07","passed","2026-07-07","","","",""
"","6","returns 400 when url is missing","Integration | API","2026-07-07","passed","2026-07-07","","GET /api/accessibility/descriptions","",""
"","2","parses JSON bodies when the response is JSON","Unit | Scripts | Run Postman Deploy","2026-07-07","passed","2026-07-07","","requestDeployProbe","",""
"","0","prefers RATE_LIMIT_REDIS_URL and normalizes the prefix","Unit | Config | Rate Limit Store","2026-07-07","passed","2026-07-07","","","",""
"","12","propagates non-skippable provider failures","Unit | Providers | Adapter Contract Matrix","2026-07-07","passed","2026-07-07","","replicate provider adapter contract","",""
"","2","composes every tier without JUnit or coverage in the reporting lane","Unit | Jest Lane Configs","2026-07-07","passed","2026-07-07","","","",""
"","1","builds a fallback summary when no Newman reports are present","Unit | Scripts | GitHub | Write Newman Summary","2026-07-07","passed","2026-07-07","","","",""
"","1","flags a removed path","Unit | Scripts | OpenAPI | Contract Diff","2026-07-07","passed","2026-07-07","","diffPublicContract","",""
"","29","HTTP redirects to HTTPS","alt-text-generator API Contract Harness","2026-07-07","passed","2026-07-07","","05 Routing & Redirects","",""
"","1","forwards an internal error when the scraper service fails","Unit | Controllers | Scraper Controller","2026-07-07","passed","2026-07-07","","","",""
"","0","keeps least-privilege read-only permissions and a job timeout","Unit | Scripts | GitHub | Security Audit Workflow","2026-07-07","passed","2026-07-07","","","",""
"","14","fails open when the Redis-backed limiter store errors during a request","Integration | API","2026-07-07","passed","2026-07-07","","rate limiting","",""
